[Tick #0] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: -1; POS: 50,56]; Defender #1: [DIR: -1; POS: 50,56]; Defender #2: [DIR: -1; POS: 50,56]; Defender #3: [DIR: -1; POS: 50,56]; 
[Tick #4187] Attacker: [DIR: 3; POS: 76,116]; Defender #0: [DIR: 2; POS: 36,63]; Defender #1: [DIR: 1; POS: 87,68]; Defender #2: [DIR: 1; POS: 71,44]; Defender #3: [DIR: 1; POS: 81,44]; 
[Tick #4188] Attacker: [DIR: 3; POS: 75,116]; Defender #0: [DIR: 2; POS: 36,64]; Defender #1: [DIR: 1; POS: 88,68]; Defender #2: [DIR: 1; POS: 72,44]; Defender #3: [DIR: 1; POS: 82,44]; 
[Tick #4189] Attacker: [DIR: 3; POS: 74,116]; Defender #0: [DIR: 2; POS: 36,65]; Defender #1: [DIR: 1; POS: 89,68]; Defender #2: [DIR: 1; POS: 73,44]; Defender #3: [DIR: 1; POS: 83,44]; 
[Tick #4190] Attacker: [DIR: 3; POS: 73,116]; Defender #0: [DIR: 2; POS: 36,66]; Defender #1: [DIR: 1; POS: 90,68]; Defender #2: [DIR: 1; POS: 74,44]; Defender #3: [DIR: 1; POS: 84,44]; 
[Tick #4191] Attacker: [DIR: 0; POS: 72,116]; Defender #0: [DIR: 2; POS: 36,67]; Defender #1: [DIR: 1; POS: 91,68]; Defender #2: [DIR: 1; POS: 75,44]; Defender #3: [DIR: 1; POS: 85,44]; 
[Tick #4192] Attacker: [DIR: 0; POS: 72,115]; Defender #0: [DIR: 1; POS: 36,68]; Defender #1: [DIR: 1; POS: 92,68]; Defender #2: [DIR: 1; POS: 76,44]; Defender #3: [DIR: 1; POS: 86,44]; 
[Tick #4193] Attacker: [DIR: 0; POS: 72,114]; Defender #0: [DIR: 1; POS: 37,68]; Defender #1: [DIR: 1; POS: 93,68]; Defender #2: [DIR: 1; POS: 77,44]; Defender #3: [DIR: 1; POS: 87,44]; 
[Tick #4194] Attacker: [DIR: 0; POS: 72,113]; Defender #0: [DIR: 1; POS: 38,68]; Defender #1: [DIR: 1; POS: 94,68]; Defender #2: [DIR: 1; POS: 78,44]; Defender #3: [DIR: 1; POS: 88,44]; 
[Tick #4195] Attacker: [DIR: 0; POS: 72,112]; Defender #0: [DIR: 1; POS: 39,68]; Defender #1: [DIR: 1; POS: 95,68]; Defender #2: [DIR: 1; POS: 79,44]; Defender #3: [DIR: 1; POS: 89,44]; 
[Tick #4196] Attacker: [DIR: 0; POS: 72,111]; Defender #0: [DIR: 1; POS: 40,68]; Defender #1: [DIR: 2; POS: 96,68]; Defender #2: [DIR: 1; POS: 80,44]; Defender #3: [DIR: 1; POS: 90,44]; 
[Tick #4197] Attacker: [DIR: 0; POS: 72,110]; Defender #0: [DIR: 1; POS: 41,68]; Defender #1: [DIR: 2; POS: 96,69]; Defender #2: [DIR: 1; POS: 81,44]; Defender #3: [DIR: 1; POS: 91,44]; 
[Tick #4198] Attacker: [DIR: 0; POS: 72,109]; Defender #0: [DIR: 1; POS: 42,68]; Defender #1: [DIR: 2; POS: 96,70]; Defender #2: [DIR: 1; POS: 82,44]; Defender #3: [DIR: 1; POS: 92,44]; 
[Tick #4199] Attacker: [DIR: 0; POS: 72,108]; Defender #0: [DIR: 1; POS: 43,68]; Defender #1: [DIR: 2; POS: 96,71]; Defender #2: [DIR: 1; POS: 83,44]; Defender #3: [DIR: 1; POS: 93,44]; 
[Tick #4200] Attacker: [DIR: 0; POS: 72,107]; Defender #0: [DIR: 1; POS: 44,68]; Defender #1: [DIR: 2; POS: 96,72]; Defender #2: [DIR: 1; POS: 84,44]; Defender #3: [DIR: 1; POS: 94,44]; 
[Tick #4201] Attacker: [DIR: 0; POS: 72,106]; Defender #0: [DIR: 1; POS: 45,68]; Defender #1: [DIR: 2; POS: 96,73]; Defender #2: [DIR: 1; POS: 85,44]; Defender #3: [DIR: 1; POS: 95,44]; 
[Tick #4202] Attacker: [DIR: 0; POS: 72,105]; Defender #0: [DIR: 1; POS: 46,68]; Defender #1: [DIR: 2; POS: 96,74]; Defender #2: [DIR: 1; POS: 86,44]; Defender #3: [DIR: 2; POS: 96,44]; 
[Tick #4203] Attacker: [DIR: 3; POS: 72,104]; Defender #0: [DIR: 1; POS: 47,68]; Defender #1: [DIR: 2; POS: 96,75]; Defender #2: [DIR: 1; POS: 87,44]; Defender #3: [DIR: 2; POS: 96,45]; 
[Tick #4204] Attacker: [DIR: 3; POS: 71,104]; Defender #0: [DIR: 1; POS: 48,68]; Defender #1: [DIR: 2; POS: 96,76]; Defender #2: [DIR: 1; POS: 88,44]; Defender #3: [DIR: 2; POS: 96,46]; 
[Tick #4205] Attacker: [DIR: 3; POS: 70,104]; Defender #0: [DIR: 1; POS: 49,68]; Defender #1: [DIR: 2; POS: 96,77]; Defender #2: [DIR: 1; POS: 89,44]; Defender #3: [DIR: 2; POS: 96,47]; 
[Tick #4206] Attacker: [DIR: 3; POS: 69,104]; Defender #0: [DIR: 1; POS: 50,68]; Defender #1: [DIR: 2; POS: 96,78]; Defender #2: [DIR: 1; POS: 90,44]; Defender #3: [DIR: 2; POS: 96,48]; 
[Tick #4207] Attacker: [DIR: 3; POS: 68,104]; Defender #0: [DIR: 1; POS: 51,68]; Defender #1: [DIR: 2; POS: 96,79]; Defender #2: [DIR: 1; POS: 91,44]; Defender #3: [DIR: 2; POS: 96,49]; 
[Tick #4208] Attacker: [DIR: 3; POS: 67,104]; Defender #0: [DIR: 1; POS: 52,68]; Defender #1: [DIR: 2; POS: 96,80]; Defender #2: [DIR: 1; POS: 92,44]; Defender #3: [DIR: 2; POS: 96,50]; 
[Tick #4209] Attacker: [DIR: 3; POS: 66,104]; Defender #0: [DIR: 1; POS: 53,68]; Defender #1: [DIR: 2; POS: 96,81]; Defender #2: [DIR: 1; POS: 93,44]; Defender #3: [DIR: 2; POS: 96,51]; 
[Tick #4210] Attacker: [DIR: 3; POS: 65,104]; Defender #0: [DIR: 1; POS: 54,68]; Defender #1: [DIR: 2; POS: 96,82]; Defender #2: [DIR: 1; POS: 94,44]; Defender #3: [DIR: 2; POS: 96,52]; 
[Tick #4211] Attacker: [DIR: 3; POS: 64,104]; Defender #0: [DIR: 1; POS: 55,68]; Defender #1: [DIR: 2; POS: 96,83]; Defender #2: [DIR: 1; POS: 95,44]; Defender #3: [DIR: 2; POS: 96,53]; 
[Tick #4212] Attacker: [DIR: 3; POS: 63,104]; Defender #0: [DIR: 1; POS: 56,68]; Defender #1: [DIR: 2; POS: 96,84]; Defender #2: [DIR: 2; POS: 96,44]; Defender #3: [DIR: 2; POS: 96,54]; 
[Tick #4213] Attacker: [DIR: 3; POS: 62,104]; Defender #0: [DIR: 1; POS: 57,68]; Defender #1: [DIR: 2; POS: 96,85]; Defender #2: [DIR: 2; POS: 96,45]; Defender #3: [DIR: 2; POS: 96,55]; 
[Tick #4214] Attacker: [DIR: 3; POS: 61,104]; Defender #0: [DIR: 1; POS: 58,68]; Defender #1: [DIR: 2; POS: 96,86]; Defender #2: [DIR: 2; POS: 96,46]; Defender #3: [DIR: 2; POS: 96,56]; 
[Tick #4215] Attacker: [DIR: 0; POS: 60,104]; Defender #0: [DIR: 1; POS: 59,68]; Defender #1: [DIR: 2; POS: 96,87]; Defender #2: [DIR: 2; POS: 96,47]; Defender #3: [DIR: 2; POS: 96,57]; 
[Tick #4216] Attacker: [DIR: 0; POS: 60,103]; Defender #0: [DIR: 2; POS: 60,68]; Defender #1: [DIR: 2; POS: 96,88]; Defender #2: [DIR: 2; POS: 96,48]; Defender #3: [DIR: 2; POS: 96,58]; 
[Tick #4217] Attacker: [DIR: 0; POS: 60,102]; Defender #0: [DIR: 2; POS: 60,69]; Defender #1: [DIR: 2; POS: 96,89]; Defender #2: [DIR: 2; POS: 96,49]; Defender #3: [DIR: 2; POS: 96,59]; 
[Tick #4218] Attacker: [DIR: 0; POS: 60,101]; Defender #0: [DIR: 2; POS: 60,70]; Defender #1: [DIR: 2; POS: 96,90]; Defender #2: [DIR: 2; POS: 96,50]; Defender #3: [DIR: 2; POS: 96,60]; 
[Tick #4219] Attacker: [DIR: 0; POS: 60,100]; Defender #0: [DIR: 2; POS: 60,71]; Defender #1: [DIR: 2; POS: 96,91]; Defender #2: [DIR: 2; POS: 96,51]; Defender #3: [DIR: 2; POS: 96,61]; 
[Tick #4220] Attacker: [DIR: 0; POS: 60,99]; Defender #0: [DIR: 2; POS: 60,72]; Defender #1: [DIR: 3; POS: 96,92]; Defender #2: [DIR: 2; POS: 96,52]; Defender #3: [DIR: 2; POS: 96,62]; 
[Tick #4221] Attacker: [DIR: 0; POS: 60,98]; Defender #0: [DIR: 2; POS: 60,73]; Defender #1: [DIR: 3; POS: 95,92]; Defender #2: [DIR: 2; POS: 96,53]; Defender #3: [DIR: 2; POS: 96,63]; 
[Tick #4222] Attacker: [DIR: 0; POS: 60,97]; Defender #0: [DIR: 2; POS: 60,74]; Defender #1: [DIR: 3; POS: 94,92]; Defender #2: [DIR: 2; POS: 96,54]; Defender #3: [DIR: 2; POS: 96,64]; 
[Tick #4223] Attacker: [DIR: 0; POS: 60,96]; Defender #0: [DIR: 2; POS: 60,75]; Defender #1: [DIR: 3; POS: 93,92]; Defender #2: [DIR: 2; POS: 96,55]; Defender #3: [DIR: 2; POS: 96,65]; 
[Tick #4224] Attacker: [DIR: 0; POS: 60,95]; Defender #0: [DIR: 2; POS: 60,76]; Defender #1: [DIR: 3; POS: 92,92]; Defender #2: [DIR: 2; POS: 96,56]; Defender #3: [DIR: 2; POS: 96,66]; 
[Tick #4225] Attacker: [DIR: 0; POS: 60,94]; Defender #0: [DIR: 2; POS: 60,77]; Defender #1: [DIR: 3; POS: 91,92]; Defender #2: [DIR: 2; POS: 96,57]; Defender #3: [DIR: 2; POS: 96,67]; 
[Tick #4226] Attacker: [DIR: 0; POS: 60,93]; Defender #0: [DIR: 2; POS: 60,78]; Defender #1: [DIR: 3; POS: 90,92]; Defender #2: [DIR: 2; POS: 96,58]; Defender #3: [DIR: 2; POS: 96,68]; 
[Tick #4227] Attacker: [DIR: 3; POS: 60,92]; Defender #0: [DIR: 2; POS: 60,79]; Defender #1: [DIR: 3; POS: 89,92]; Defender #2: [DIR: 2; POS: 96,59]; Defender #3: [DIR: 2; POS: 96,69]; 
[Tick #4228] Attacker: [DIR: 3; POS: 59,92]; Defender #0: [DIR: 1; POS: 60,80]; Defender #1: [DIR: 3; POS: 88,92]; Defender #2: [DIR: 2; POS: 96,60]; Defender #3: [DIR: 2; POS: 96,70]; 
[Tick #4229] Attacker: [DIR: 3; POS: 58,92]; Defender #0: [DIR: 1; POS: 61,80]; Defender #1: [DIR: 3; POS: 87,92]; Defender #2: [DIR: 2; POS: 96,61]; Defender #3: [DIR: 2; POS: 96,71]; 
[Tick #4230] Attacker: [DIR: 3; POS: 57,92]; Defender #0: [DIR: 1; POS: 62,80]; Defender #1: [DIR: 3; POS: 86,92]; Defender #2: [DIR: 2; POS: 96,62]; Defender #3: [DIR: 2; POS: 96,72]; 
[Tick #4231] Attacker: [DIR: 3; POS: 56,92]; Defender #0: [DIR: 1; POS: 63,80]; Defender #1: [DIR: 3; POS: 85,92]; Defender #2: [DIR: 2; POS: 96,63]; Defender #3: [DIR: 2; POS: 96,73]; 
[Tick #4232] Attacker: [DIR: 3; POS: 55,92]; Defender #0: [DIR: 1; POS: 64,80]; Defender #1: [DIR: 3; POS: 84,92]; Defender #2: [DIR: 2; POS: 96,64]; Defender #3: [DIR: 2; POS: 96,74]; 
[Tick #4233] Attacker: [DIR: 3; POS: 54,92]; Defender #0: [DIR: 1; POS: 65,80]; Defender #1: [DIR: 3; POS: 83,92]; Defender #2: [DIR: 2; POS: 96,65]; Defender #3: [DIR: 2; POS: 96,75]; 
[Tick #4234] Attacker: [DIR: 3; POS: 53,92]; Defender #0: [DIR: 1; POS: 66,80]; Defender #1: [DIR: 3; POS: 82,92]; Defender #2: [DIR: 2; POS: 96,66]; Defender #3: [DIR: 2; POS: 96,76]; 
[Tick #4235] Attacker: [DIR: 3; POS: 52,92]; Defender #0: [DIR: 1; POS: 67,80]; Defender #1: [DIR: 3; POS: 81,92]; Defender #2: [DIR: 2; POS: 96,67]; Defender #3: [DIR: 2; POS: 96,77]; 
[Tick #4236] Attacker: [DIR: 3; POS: 51,92]; Defender #0: [DIR: 1; POS: 68,80]; Defender #1: [DIR: 3; POS: 80,92]; Defender #2: [DIR: 2; POS: 96,68]; Defender #3: [DIR: 2; POS: 96,78]; 
[Tick #4237] Attacker: [DIR: 3; POS: 50,92]; Defender #0: [DIR: 1; POS: 69,80]; Defender #1: [DIR: 3; POS: 79,92]; Defender #2: [DIR: 2; POS: 96,69]; Defender #3: [DIR: 2; POS: 96,79]; 
[Tick #4238] Attacker: [DIR: 3; POS: 49,92]; Defender #0: [DIR: 1; POS: 70,80]; Defender #1: [DIR: 3; POS: 78,92]; Defender #2: [DIR: 2; POS: 96,70]; Defender #3: [DIR: 2; POS: 96,80]; 
[Tick #4239] Attacker: [DIR: 2; POS: 48,92]; Defender #0: [DIR: 1; POS: 71,80]; Defender #1: [DIR: 3; POS: 77,92]; Defender #2: [DIR: 2; POS: 96,71]; Defender #3: [DIR: 2; POS: 96,81]; 
[Tick #4240] Attacker: [DIR: 2; POS: 48,93]; Defender #0: [DIR: 2; POS: 72,80]; Defender #1: [DIR: 3; POS: 76,92]; Defender #2: [DIR: 2; POS: 96,72]; Defender #3: [DIR: 2; POS: 96,82]; 
[Tick #4241] Attacker: [DIR: 2; POS: 48,94]; Defender #0: [DIR: 2; POS: 72,81]; Defender #1: [DIR: 3; POS: 75,92]; Defender #2: [DIR: 2; POS: 96,73]; Defender #3: [DIR: 2; POS: 96,83]; 
[Tick #4242] Attacker: [DIR: 2; POS: 48,95]; Defender #0: [DIR: 2; POS: 72,82]; Defender #1: [DIR: 3; POS: 74,92]; Defender #2: [DIR: 2; POS: 96,74]; Defender #3: [DIR: 2; POS: 96,84]; 
[Tick #4243] Attacker: [DIR: 2; POS: 48,96]; Defender #0: [DIR: 2; POS: 72,83]; Defender #1: [DIR: 3; POS: 73,92]; Defender #2: [DIR: 2; POS: 96,75]; Defender #3: [DIR: 2; POS: 96,85]; 
[Tick #4244] Attacker: [DIR: 2; POS: 48,97]; Defender #0: [DIR: 2; POS: 72,84]; Defender #1: [DIR: 3; POS: 72,92]; Defender #2: [DIR: 2; POS: 96,76]; Defender #3: [DIR: 2; POS: 96,86]; 
[Tick #4245] Attacker: [DIR: 2; POS: 48,98]; Defender #0: [DIR: 2; POS: 72,85]; Defender #1: [DIR: 3; POS: 71,92]; Defender #2: [DIR: 2; POS: 96,77]; Defender #3: [DIR: 2; POS: 96,87]; 
[Tick #4246] Attacker: [DIR: 2; POS: 48,99]; Defender #0: [DIR: 2; POS: 72,86]; Defender #1: [DIR: 3; POS: 70,92]; Defender #2: [DIR: 2; POS: 96,78]; Defender #3: [DIR: 2; POS: 96,88]; 
[Tick #4247] Attacker: [DIR: 2; POS: 48,100]; Defender #0: [DIR: 2; POS: 72,87]; Defender #1: [DIR: 3; POS: 69,92]; Defender #2: [DIR: 2; POS: 96,79]; Defender #3: [DIR: 2; POS: 96,89]; 
[Tick #4248] Attacker: [DIR: 2; POS: 48,101]; Defender #0: [DIR: 2; POS: 72,88]; Defender #1: [DIR: 3; POS: 68,92]; Defender #2: [DIR: 2; POS: 96,80]; Defender #3: [DIR: 2; POS: 96,90]; 
[Tick #4249] Attacker: [DIR: 2; POS: 48,102]; Defender #0: [DIR: 2; POS: 72,89]; Defender #1: [DIR: 3; POS: 67,92]; Defender #2: [DIR: 2; POS: 96,81]; Defender #3: [DIR: 2; POS: 96,91]; 
[Tick #4250] Attacker: [DIR: 2; POS: 48,103]; Defender #0: [DIR: 2; POS: 72,90]; Defender #1: [DIR: 3; POS: 66,92]; Defender #2: [DIR: 2; POS: 96,82]; Defender #3: [DIR: 3; POS: 96,92]; 
[Tick #4251] Attacker: [DIR: 3; POS: 48,104]; Defender #0: [DIR: 2; POS: 72,91]; Defender #1: [DIR: 3; POS: 65,92]; Defender #2: [DIR: 2; POS: 96,83]; Defender #3: [DIR: 3; POS: 95,92]; 
[Tick #4252] Attacker: [DIR: 3; POS: 47,104]; Defender #0: [DIR: 3; POS: 72,92]; Defender #1: [DIR: 3; POS: 64,92]; Defender #2: [DIR: 2; POS: 96,84]; Defender #3: [DIR: 3; POS: 94,92]; 
[Tick #4253] Attacker: [DIR: 3; POS: 46,104]; Defender #0: [DIR: 3; POS: 71,92]; Defender #1: [DIR: 3; POS: 63,92]; Defender #2: [DIR: 2; POS: 96,85]; Defender #3: [DIR: 3; POS: 93,92]; 
[Tick #4254] Attacker: [DIR: 3; POS: 45,104]; Defender #0: [DIR: 3; POS: 70,92]; Defender #1: [DIR: 3; POS: 62,92]; Defender #2: [DIR: 2; POS: 96,86]; Defender #3: [DIR: 3; POS: 92,92]; 
[Tick #4255] Attacker: [DIR: 3; POS: 44,104]; Defender #0: [DIR: 3; POS: 69,92]; Defender #1: [DIR: 3; POS: 61,92]; Defender #2: [DIR: 2; POS: 96,87]; Defender #3: [DIR: 3; POS: 91,92]; 
[Tick #4256] Attacker: [DIR: 3; POS: 43,104]; Defender #0: [DIR: 3; POS: 68,92]; Defender #1: [DIR: 3; POS: 60,92]; Defender #2: [DIR: 2; POS: 96,88]; Defender #3: [DIR: 3; POS: 90,92]; 
[Tick #4257] Attacker: [DIR: 3; POS: 42,104]; Defender #0: [DIR: 3; POS: 67,92]; Defender #1: [DIR: 3; POS: 59,92]; Defender #2: [DIR: 2; POS: 96,89]; Defender #3: [DIR: 3; POS: 89,92]; 
[Tick #4258] Attacker: [DIR: 3; POS: 41,104]; Defender #0: [DIR: 3; POS: 66,92]; Defender #1: [DIR: 3; POS: 58,92]; Defender #2: [DIR: 2; POS: 96,90]; Defender #3: [DIR: 3; POS: 88,92]; 
[Tick #4259] Attacker: [DIR: 3; POS: 40,104]; Defender #0: [DIR: 3; POS: 65,92]; Defender #1: [DIR: 3; POS: 57,92]; Defender #2: [DIR: 2; POS: 96,91]; Defender #3: [DIR: 3; POS: 87,92]; 
[Tick #4260] Attacker: [DIR: 3; POS: 39,104]; Defender #0: [DIR: 3; POS: 64,92]; Defender #1: [DIR: 3; POS: 56,92]; Defender #2: [DIR: 3; POS: 96,92]; Defender #3: [DIR: 3; POS: 86,92]; 
[Tick #4261] Attacker: [DIR: 3; POS: 38,104]; Defender #0: [DIR: 3; POS: 63,92]; Defender #1: [DIR: 3; POS: 55,92]; Defender #2: [DIR: 3; POS: 95,92]; Defender #3: [DIR: 3; POS: 85,92]; 
[Tick #4262] Attacker: [DIR: 3; POS: 37,104]; Defender #0: [DIR: 3; POS: 62,92]; Defender #1: [DIR: 3; POS: 54,92]; Defender #2: [DIR: 3; POS: 94,92]; Defender #3: [DIR: 3; POS: 84,92]; 
[Tick #4263] Attacker: [DIR: 2; POS: 36,104]; Defender #0: [DIR: 3; POS: 61,92]; Defender #1: [DIR: 3; POS: 53,92]; Defender #2: [DIR: 3; POS: 93,92]; Defender #3: [DIR: 3; POS: 83,92]; 
[Tick #4264] Attacker: [DIR: 2; POS: 36,105]; Defender #0: [DIR: 3; POS: 60,92]; Defender #1: [DIR: 3; POS: 52,92]; Defender #2: [DIR: 3; POS: 92,92]; Defender #3: [DIR: 3; POS: 82,92]; 
[Tick #4265] Attacker: [DIR: 2; POS: 36,106]; Defender #0: [DIR: 3; POS: 59,92]; Defender #1: [DIR: 3; POS: 51,92]; Defender #2: [DIR: 3; POS: 91,92]; Defender #3: [DIR: 3; POS: 81,92]; 
[Tick #4266] Attacker: [DIR: 2; POS: 36,107]; Defender #0: [DIR: 3; POS: 58,92]; Defender #1: [DIR: 3; POS: 50,92]; Defender #2: [DIR: 3; POS: 90,92]; Defender #3: [DIR: 3; POS: 80,92]; 
[Tick #4267] Attacker: [DIR: 2; POS: 36,108]; Defender #0: [DIR: 3; POS: 57,92]; Defender #1: [DIR: 3; POS: 49,92]; Defender #2: [DIR: 3; POS: 89,92]; Defender #3: [DIR: 3; POS: 79,92]; 
[Tick #4268] Attacker: [DIR: 2; POS: 36,109]; Defender #0: [DIR: 3; POS: 56,92]; Defender #1: [DIR: 2; POS: 48,92]; Defender #2: [DIR: 3; POS: 88,92]; Defender #3: [DIR: 3; POS: 78,92]; 
[Tick #4269] Attacker: [DIR: 2; POS: 36,110]; Defender #0: [DIR: 3; POS: 55,92]; Defender #1: [DIR: 2; POS: 48,93]; Defender #2: [DIR: 3; POS: 87,92]; Defender #3: [DIR: 3; POS: 77,92]; 
[Tick #4270] Attacker: [DIR: 2; POS: 36,111]; Defender #0: [DIR: 3; POS: 54,92]; Defender #1: [DIR: 2; POS: 48,94]; Defender #2: [DIR: 3; POS: 86,92]; Defender #3: [DIR: 3; POS: 76,92]; 
[Tick #4271] Attacker: [DIR: 2; POS: 36,112]; Defender #0: [DIR: 3; POS: 53,92]; Defender #1: [DIR: 2; POS: 48,95]; Defender #2: [DIR: 3; POS: 85,92]; Defender #3: [DIR: 3; POS: 75,92]; 
[Tick #4272] Attacker: [DIR: 2; POS: 36,113]; Defender #0: [DIR: 3; POS: 52,92]; Defender #1: [DIR: 2; POS: 48,96]; Defender #2: [DIR: 3; POS: 84,92]; Defender #3: [DIR: 3; POS: 74,92]; 
[Tick #4273] Attacker: [DIR: 2; POS: 36,114]; Defender #0: [DIR: 3; POS: 51,92]; Defender #1: [DIR: 2; POS: 48,97]; Defender #2: [DIR: 3; POS: 83,92]; Defender #3: [DIR: 3; POS: 73,92]; 
[Tick #4274] Attacker: [DIR: 2; POS: 36,115]; Defender #0: [DIR: 3; POS: 50,92]; Defender #1: [DIR: 2; POS: 48,98]; Defender #2: [DIR: 3; POS: 82,92]; Defender #3: [DIR: 3; POS: 72,92]; 
[Tick #4275] Attacker: [DIR: 3; POS: 36,116]; Defender #0: [DIR: 3; POS: 49,92]; Defender #1: [DIR: 2; POS: 48,99]; Defender #2: [DIR: 3; POS: 81,92]; Defender #3: [DIR: 3; POS: 71,92]; 
[Tick #4276] Attacker: [DIR: 3; POS: 35,116]; Defender #0: [DIR: 2; POS: 48,92]; Defender #1: [DIR: 2; POS: 48,100]; Defender #2: [DIR: 3; POS: 80,92]; Defender #3: [DIR: 3; POS: 70,92]; 
[Tick #4277] Attacker: [DIR: 3; POS: 34,116]; Defender #0: [DIR: 2; POS: 48,93]; Defender #1: [DIR: 2; POS: 48,101]; Defender #2: [DIR: 3; POS: 79,92]; Defender #3: [DIR: 3; POS: 69,92]; 
[Tick #4278] Attacker: [DIR: 3; POS: 33,116]; Defender #0: [DIR: 2; POS: 48,94]; Defender #1: [DIR: 2; POS: 48,102]; Defender #2: [DIR: 3; POS: 78,92]; Defender #3: [DIR: 3; POS: 68,92]; 
[Tick #4279] Attacker: [DIR: 3; POS: 32,116]; Defender #0: [DIR: 2; POS: 48,95]; Defender #1: [DIR: 2; POS: 48,103]; Defender #2: [DIR: 3; POS: 77,92]; Defender #3: [DIR: 3; POS: 67,92]; 
[Tick #4280] Attacker: [DIR: 3; POS: 31,116]; Defender #0: [DIR: 2; POS: 48,96]; Defender #1: [DIR: 3; POS: 48,104]; Defender #2: [DIR: 3; POS: 76,92]; Defender #3: [DIR: 3; POS: 66,92]; 
[Tick #4281] Attacker: [DIR: 3; POS: 30,116]; Defender #0: [DIR: 2; POS: 48,97]; Defender #1: [DIR: 3; POS: 47,104]; Defender #2: [DIR: 3; POS: 75,92]; Defender #3: [DIR: 3; POS: 65,92]; 
[Tick #4282] Attacker: [DIR: 3; POS: 29,116]; Defender #0: [DIR: 2; POS: 48,98]; Defender #1: [DIR: 3; POS: 46,104]; Defender #2: [DIR: 3; POS: 74,92]; Defender #3: [DIR: 3; POS: 64,92]; 
[Tick #4283] Attacker: [DIR: 3; POS: 28,116]; Defender #0: [DIR: 2; POS: 48,99]; Defender #1: [DIR: 3; POS: 45,104]; Defender #2: [DIR: 3; POS: 73,92]; Defender #3: [DIR: 3; POS: 63,92]; 
[Tick #4284] Attacker: [DIR: 3; POS: 27,116]; Defender #0: [DIR: 2; POS: 48,100]; Defender #1: [DIR: 3; POS: 44,104]; Defender #2: [DIR: 3; POS: 72,92]; Defender #3: [DIR: 3; POS: 62,92]; 
[Tick #4285] Attacker: [DIR: 3; POS: 26,116]; Defender #0: [DIR: 2; POS: 48,101]; Defender #1: [DIR: 3; POS: 43,104]; Defender #2: [DIR: 3; POS: 71,92]; Defender #3: [DIR: 3; POS: 61,92]; 
[Tick #4286] Attacker: [DIR: 3; POS: 25,116]; Defender #0: [DIR: 2; POS: 48,102]; Defender #1: [DIR: 3; POS: 42,104]; Defender #2: [DIR: 3; POS: 70,92]; Defender #3: [DIR: 3; POS: 60,92]; 
[Tick #4287] Attacker: [DIR: 0; POS: 24,116]; Defender #0: [DIR: 2; POS: 48,103]; Defender #1: [DIR: 3; POS: 41,104]; Defender #2: [DIR: 3; POS: 69,92]; Defender #3: [DIR: 3; POS: 59,92]; 
[Tick #4288] Attacker: [DIR: 0; POS: 24,115]; Defender #0: [DIR: 3; POS: 48,104]; Defender #1: [DIR: 3; POS: 40,104]; Defender #2: [DIR: 3; POS: 68,92]; Defender #3: [DIR: 3; POS: 58,92]; 
[Tick #4289] Attacker: [DIR: 0; POS: 24,114]; Defender #0: [DIR: 3; POS: 47,104]; Defender #1: [DIR: 3; POS: 39,104]; Defender #2: [DIR: 3; POS: 67,92]; Defender #3: [DIR: 3; POS: 57,92]; 
[Tick #4290] Attacker: [DIR: 0; POS: 24,113]; Defender #0: [DIR: 3; POS: 46,104]; Defender #1: [DIR: 3; POS: 38,104]; Defender #2: [DIR: 3; POS: 66,92]; Defender #3: [DIR: 3; POS: 56,92]; 
[Tick #4291] Attacker: [DIR: 0; POS: 24,112]; Defender #0: [DIR: 3; POS: 45,104]; Defender #1: [DIR: 3; POS: 37,104]; Defender #2: [DIR: 3; POS: 65,92]; Defender #3: [DIR: 3; POS: 55,92]; 
[Tick #4292] Attacker: [DIR: 0; POS: 24,111]; Defender #0: [DIR: 3; POS: 44,104]; Defender #1: [DIR: 2; POS: 36,104]; Defender #2: [DIR: 3; POS: 64,92]; Defender #3: [DIR: 3; POS: 54,92]; 
[Tick #4293] Attacker: [DIR: 0; POS: 24,110]; Defender #0: [DIR: 3; POS: 43,104]; Defender #1: [DIR: 2; POS: 36,105]; Defender #2: [DIR: 3; POS: 63,92]; Defender #3: [DIR: 3; POS: 53,92]; 
[Tick #4294] Attacker: [DIR: 0; POS: 24,109]; Defender #0: [DIR: 3; POS: 42,104]; Defender #1: [DIR: 2; POS: 36,106]; Defender #2: [DIR: 3; POS: 62,92]; Defender #3: [DIR: 3; POS: 52,92]; 
[Tick #4295] Attacker: [DIR: 0; POS: 24,108]; Defender #0: [DIR: 3; POS: 41,104]; Defender #1: [DIR: 2; POS: 36,107]; Defender #2: [DIR: 3; POS: 61,92]; Defender #3: [DIR: 3; POS: 51,92]; 
[Tick #4296] Attacker: [DIR: 0; POS: 24,107]; Defender #0: [DIR: 3; POS: 40,104]; Defender #1: [DIR: 2; POS: 36,108]; Defender #2: [DIR: 3; POS: 60,92]; Defender #3: [DIR: 3; POS: 50,92]; 
[Tick #4297] Attacker: [DIR: 0; POS: 24,106]; Defender #0: [DIR: 3; POS: 39,104]; Defender #1: [DIR: 2; POS: 36,109]; Defender #2: [DIR: 3; POS: 59,92]; Defender #3: [DIR: 3; POS: 49,92]; 
